name,description,price,stock,category,image_url,is_featured
Squishmallow 12-inch Plush,"Soft and squishy plush toy, collectible.",27,1,Toys,"https://loremflickr.com/600/600/squishmallow,plush/all?lock=551",false
Nespresso Vertuo Plus (Refurbished),"Single-touch brewer, five cup sizes, Centrifusion tech. Certified refurbished — same warranty, lower price.",153,24,Home & Kitchen,"https://loremflickr.com/600/600/nespresso,coffee,kitchen/all?lock=396",false
Asus ZenBook 14 OLED,"Slim ultrabook, Core i7, 14-inch OLED, military-grade durability.",905,43,Laptops,"https://loremflickr.com/600/600/asus,zenbook,laptop/all?lock=30",true
Project Hail Mary by Andy Weir,Lone astronaut must save humanity in this gripping sci-fi adventure.,17,37,Books,"https://loremflickr.com/600/600/book,fiction/all?lock=512",false
Apple AirPods Max,"Over-ear, computational audio, premium stainless steel frame.",583,48,Audio,"https://loremflickr.com/600/600/airpods,headphones/all?lock=111",false
Osprey Atmos AG 65 Backpack,"Anti-Gravity suspension backpacking pack, 65L.",306,36,Sports,"https://loremflickr.com/600/600/osprey,backpack,hiking/all?lock=450",false
Garmin Fenix 7 (Refurbished),"Premium multisport GPS watch, solar charging, MIP display. Certified refurbished — same warranty, lower price.",660,7,Wearables,"https://loremflickr.com/600/600/garmin,watch,fitness/all?lock=146",false
Apple Watch Ultra 2 Bundle,"Rugged titanium case, dual-frequency GPS, action button. Comes with extra accessories and extended care.",956,6,Wearables,"https://loremflickr.com/600/600/apple,watch,smartwatch/all?lock=139",false
Nanoleaf Shapes Hexagons,"Modular touch-reactive light panels, 16M colors.",203,4,Smart Home,"https://loremflickr.com/600/600/nanoleaf,led,smartlight/all?lock=252",false
Nikon Z f (Refurbished),"Retro-styled full-frame mirrorless with classic dials. Certified refurbished — same warranty, lower price.",1862,50,Cameras,"https://loremflickr.com/600/600/nikon,camera,mirrorless/all?lock=167",false
Selvedge Raw Denim Jeans Bundle,"14oz Japanese selvedge denim, button-fly, indigo dye. Comes with extra accessories and extended care.",238,22,Pants,"https://loremflickr.com/600/600/denim,jeans/all?lock=286",false
Nikon Z f Bundle,Retro-styled full-frame mirrorless with classic dials. Comes with extra accessories and extended care.,2746,41,Cameras,"https://loremflickr.com/600/600/nikon,camera,mirrorless/all?lock=166",false
Beats Studio Pro,"Personalized Spatial Audio, USB-C lossless, 40-hour battery.",299,1,Audio,"https://loremflickr.com/600/600/beats,headphones/all?lock=123",false
Wilson Pro Staff Tennis Racket,"Player's racquet, 97 sq in head, classic feel.",239,33,Sports,"https://loremflickr.com/600/600/tennisracket,tennis/all?lock=442",false
Sony Xperia 1 V (Refurbished),"Pro-grade camera, 6.5-inch 4K OLED, Snapdragon 8 Gen 2. Certified refurbished — same warranty, lower price.",1113,6,Phones,"https://loremflickr.com/600/600/sony,xperia,smartphone/all?lock=84",false
Insta360 X4 Bundle,8K 360-degree camera with invisible selfie-stick effect. Comes with extra accessories and extended care.,673,43,Cameras,"https://loremflickr.com/600/600/insta360,camera,action/all?lock=181",false
Dell XPS 13 Plus,"Intel Core Ultra 7, 16GB LPDDR5, 13.4-inch OLED touchscreen, machined aluminum.",1346,14,Laptops,"https://loremflickr.com/600/600/dell,xps,laptop/all?lock=7",false
Razer DeathAdder V3 Pro,"Ultralight 64g esports mouse, 30k DPI Focus Pro sensor.",164,25,Gaming,"https://loremflickr.com/600/600/razer,mouse,gaming/all?lock=203",false
Black Skinny Jeans Bundle,"Power-stretch black denim, mid-rise, slim through leg. Comes with extra accessories and extended care.",77,8,Pants,"https://loremflickr.com/600/600/skinny,jeans,denim/all?lock=300",false
Asus ROG Ally Bundle,Windows handheld with Ryzen Z1 Extreme and 120Hz display. Comes with extra accessories and extended care.,842,3,Gaming,"https://loremflickr.com/600/600/asus,rog,handheld,gaming/all?lock=197",false
The Psychology of Money,"Timeless lessons on wealth, greed, and happiness.",20,116,Books,"https://loremflickr.com/600/600/book,finance/all?lock=496",false
Classic Oxford Button-Down Shirt Bundle,"Pure cotton oxford weave, button-down collar, structured fit. Comes with extra accessories and extended care.",81,50,Shirts,"https://loremflickr.com/600/600/oxford,shirt,menswear/all?lock=263",false
Apple iPad 10,"A14 Bionic, 10.9-inch Liquid Retina, USB-C, vivid colors.",507,11,Tablets,"https://loremflickr.com/600/600/ipad,apple,tablet/all?lock=97",false
Tom Ford Tobacco Vanille EDP 50ml,Iconic men's fragrance with tobacco and vanilla notes.,231,101,Beauty,"https://loremflickr.com/600/600/tomford,perfume/all?lock=489",false
Why We Sleep by Matthew Walker,Unlocking the power of sleep and dreams.,22,5,Books,"https://loremflickr.com/600/600/book,health/all?lock=518",true
Sapiens by Yuval Noah Harari (Refurbished),"A brief history of humankind, from the Stone Age to AI. Certified refurbished — same warranty, lower price.",16,22,Books,"https://loremflickr.com/600/600/book,history/all?lock=500",false
Lenovo ThinkPad T14,"Durable enterprise laptop, MIL-STD tested, AMD Ryzen 7 Pro, 16GB RAM.",1273,38,Laptops,"https://loremflickr.com/600/600/thinkpad,lenovo,business,laptop/all?lock=16",false
Sony ZV-1 II (Refurbished),"Vlog camera with wide 18-50mm lens and forward-facing mic. Certified refurbished — same warranty, lower price.",843,29,Cameras,"https://loremflickr.com/600/600/sony,camera,vlog/all?lock=159",false
Dyson V15 Detect Bundle,"Laser-illuminated cordless vacuum, particle sensor. Comes with extra accessories and extended care.",915,4,Home & Kitchen,"https://loremflickr.com/600/600/dyson,vacuum/all?lock=420",false
Razer Kiyo Pro Ultra Bundle,"Largest 4K Sony sensor for webcam, ultra-wide aperture. Comes with extra accessories and extended care.",303,27,Accessories,"https://loremflickr.com/600/600/razer,webcam/all?lock=241",false
Amazon Echo Show 10,10.1-inch HD screen that follows you with motion.,229,2,Smart Home,"https://loremflickr.com/600/600/echo,alexa,smarthome/all?lock=245",false
Hooded Rain Shell,"Waterproof breathable shell, taped seams, packable hood.",139,0,Outerwear,"https://loremflickr.com/600/600/rainjacket,jacket/all?lock=314",false
Sony Alpha A7 IV,"33MP full-frame mirrorless, 4K 60p, hybrid autofocus.",2660,27,Cameras,"https://loremflickr.com/600/600/sony,camera,mirrorless/all?lock=156",false
Braun Series 9 Pro Shaver,"ProLift trimmer, 5 synchronized shaving elements.",376,12,Beauty,"https://loremflickr.com/600/600/braun,shaver,grooming/all?lock=485",false
Yeti Tundra 45 Cooler,"Rotomolded ice chest, bear-resistant, lifetime construction.",346,44,Sports,"https://loremflickr.com/600/600/yeti,cooler,outdoor/all?lock=457",false
Blue Yeti X Bundle,"Pro-level USB mic with 4-capsule array, LED meter. Comes with extra accessories and extended care.",210,55,Accessories,"https://loremflickr.com/600/600/blue,yeti,microphone/all?lock=236",false
Microsoft Xbox Series S,"All-digital next-gen console, 1440p performance.",301,14,Gaming,"https://loremflickr.com/600/600/xbox,console,gaming/all?lock=188",true
Birkenstock Arizona Sandals,"Two-strap cork footbed sandal, adjustable buckles.",131,89,Footwear,"https://loremflickr.com/600/600/birkenstock,sandals/all?lock=364",false
Chambray Workshirt,Heritage-inspired workshirt with two flap pockets.,59,50,Shirts,"https://loremflickr.com/600/600/chambray,shirt,menswear/all?lock=281",false
Lenovo Tab P12,"12.7-inch 3K LCD display, quad JBL speakers, Precision Pen 3.",490,4,Tablets,"https://loremflickr.com/600/600/lenovo,tablet,android/all?lock=104",false
Asus ROG Ally (Refurbished),"Windows handheld with Ryzen Z1 Extreme and 120Hz display. Certified refurbished — same warranty, lower price.",571,14,Gaming,"https://loremflickr.com/600/600/asus,rog,handheld,gaming/all?lock=198",false
Play-Doh Modeling Compound 24-Pack Bundle,Two-dozen 3-oz cans of classic Play-Doh. Comes with extra accessories and extended care.,24,12,Toys,"https://loremflickr.com/600/600/playdoh,toy/all?lock=545",false
Sony WH-1000XM5,"Industry-leading noise cancellation, 30-hour battery, lightweight design.",354,138,Audio,"https://loremflickr.com/600/600/sony,headphones/all?lock=114",false
Tapered Joggers (Refurbished),"French terry cotton, elastic waist, ribbed cuffs. Certified refurbished — same warranty, lower price.",49,18,Pants,"https://loremflickr.com/600/600/joggers,pants,athletic/all?lock=292",false
Why We Sleep by Matthew Walker Bundle,Unlocking the power of sleep and dreams. Comes with extra accessories and extended care.,25,25,Books,"https://loremflickr.com/600/600/book,health/all?lock=519",false
Why We Sleep by Matthew Walker (Refurbished),"Unlocking the power of sleep and dreams. Certified refurbished — same warranty, lower price.",17,29,Books,"https://loremflickr.com/600/600/book,health/all?lock=520",false
Elgato Wave 3 USB Mic Bundle,Premium broadcast mic with Clipguard and Wave Link. Comes with extra accessories and extended care.,186,47,Accessories,"https://loremflickr.com/600/600/elgato,microphone/all?lock=233",false
Bowflex SelectTech 552 Dumbbells (Refurbished),"Pair of adjustable dumbbells, 5-52.5 lbs each. Certified refurbished — same warranty, lower price.",399,27,Sports,"https://loremflickr.com/600/600/dumbbells,fitness/all?lock=430",false
"Thinking, Fast and Slow",Daniel Kahneman's tour of the mind's two systems.,21,13,Books,"https://loremflickr.com/600/600/book,psychology/all?lock=502",false
Ticket to Ride Board Game,Cross-country train adventure for 2-5 players.,56,44,Toys,https://loremflickr.com/600/600/boardgame/all?lock=531,false
Wool Beanie,"Soft merino wool, ribbed knit, fold-over cuff.",44,7,Fashion Accessories,"https://loremflickr.com/600/600/beanie,hat/all?lock=380",false
Framework Laptop 13 Bundle,"Modular, repairable laptop with swappable ports. Built to last. Comes with extra accessories and extended care.",1384,46,Laptops,"https://loremflickr.com/600/600/framework,laptop,modular/all?lock=45",false
Wayfarer Sunglasses,"Acetate frame, classic wayfarer silhouette, polarized.",168,112,Fashion Accessories,"https://loremflickr.com/600/600/wayfarer,sunglasses/all?lock=377",false
LEGO Creator Botanical Collection Bundle,Build a buildable bouquet for the home. Comes with extra accessories and extended care.,94,2,Toys,"https://loremflickr.com/600/600/lego,flowers,toy/all?lock=527",false
Apple Watch SE Bundle,Essential Apple Watch experience at a great value. Comes with extra accessories and extended care.,356,41,Wearables,"https://loremflickr.com/600/600/apple,watch,smartwatch/all?lock=141",false
Garmin Forerunner 265,AMOLED running watch with training-readiness insights.,451,69,Wearables,"https://loremflickr.com/600/600/garmin,watch,fitness/all?lock=148",false
Tech Performance Pants Bundle,"4-way stretch, water-repellent, hidden zip pocket. Comes with extra accessories and extended care.",111,49,Pants,"https://loremflickr.com/600/600/tech,pants,athletic/all?lock=296",false
Elgato Stream Deck MK.2,15 customizable LCD keys for streamers and creators.,178,27,Gaming,"https://loremflickr.com/600/600/elgato,streamdeck/all?lock=209",false
The Ordinary Niacinamide 10% Bundle,Reduces appearance of blemishes and congestion. Comes with extra accessories and extended care.,9,36,Beauty,"https://loremflickr.com/600/600/serum,skincare/all?lock=469",false
Fitbit Charge 6 Bundle,"Heart rate, ECG, EDA, Google Maps and YouTube Music. Comes with extra accessories and extended care.",197,10,Wearables,"https://loremflickr.com/600/600/fitbit,tracker,fitness/all?lock=151",false
Coleman Sundome 4-Person Tent,Easy-setup family camping tent with weatherproof flooring.,102,0,Sports,"https://loremflickr.com/600/600/tent,camping/all?lock=454",false
Google Pixel 8 Pro Bundle,"Tensor G3, 6.7-inch Super Actua display, computational photography. Comes with extra accessories and extended care.",1090,36,Phones,"https://loremflickr.com/600/600/pixel,google,smartphone/all?lock=68",false
Classic Oxford Button-Down Shirt,"Pure cotton oxford weave, button-down collar, structured fit.",71,16,Shirts,"https://loremflickr.com/600/600/oxford,shirt,menswear/all?lock=262",true
Samsung Galaxy A55,"Mid-range hero, 6.6-inch Super AMOLED, 50MP OIS camera.",570,15,Phones,"https://loremflickr.com/600/600/samsung,galaxy,android/all?lock=64",true
UGREEN 9-in-1 USB-C Hub Bundle,"HDMI 4K, Ethernet, SD/microSD, 3x USB 3.0. Comes with extra accessories and extended care.",82,51,Accessories,"https://loremflickr.com/600/600/usb,hub,adapter/all?lock=226",false
Whoop 4.0,"Recovery-focused band, continuous biometric monitoring.",277,78,Wearables,"https://loremflickr.com/600/600/whoop,tracker,fitness/all?lock=152",false
Dyson Supersonic Hair Dryer,"Intelligent heat control, faster drying, three attachments.",411,2,Beauty,"https://loremflickr.com/600/600/dyson,hairdryer/all?lock=478",false
Motorola Edge 40 (Refurbished),"Curved 6.55-inch pOLED, 144Hz, MediaTek Dimensity 8020. Certified refurbished — same warranty, lower price.",483,18,Phones,"https://loremflickr.com/600/600/motorola,android,smartphone/all?lock=87",false
Vintage Graphic T-Shirt,"Soft-hand vintage print, ringspun cotton, retro fit.",29,37,Shirts,"https://loremflickr.com/600/600/graphictshirt,tshirt/all?lock=275",false
Samsung Galaxy S24+,"6.7-inch QHD+ AMOLED, Snapdragon 8 Gen 3, 50MP triple camera.",1042,0,Phones,"https://loremflickr.com/600/600/samsung,galaxy,smartphone/all?lock=62",false
Beats Studio Pro (Refurbished),"Personalized Spatial Audio, USB-C lossless, 40-hour battery. Certified refurbished — same warranty, lower price.",233,21,Audio,"https://loremflickr.com/600/600/beats,headphones/all?lock=124",false
Fujifilm X-T5 (Refurbished),"40MP X-Trans, classic dials, 6.2K video, in-body stabilization. Certified refurbished — same warranty, lower price.",1513,17,Cameras,"https://loremflickr.com/600/600/fujifilm,camera,mirrorless/all?lock=171",false
Dr Martens 1460 Boots,Iconic 8-eye lace-up leather boot with air-cushion sole.,193,14,Footwear,"https://loremflickr.com/600/600/docmartens,boots/all?lock=356",false
Denim Trucker Jacket (Refurbished),"Classic trucker silhouette, two chest pockets, button-front. Certified refurbished — same warranty, lower price.",99,21,Outerwear,"https://loremflickr.com/600/600/denimjacket,denim/all?lock=313",false
Sony WF-1000XM5 Bundle,"Integrated Processor V2, best-in-class ANC, AI noise reduction calls. Comes with extra accessories and extended care.",296,40,Audio,"https://loremflickr.com/600/600/sony,earbuds/all?lock=116",false
Tech Performance Pants,"4-way stretch, water-repellent, hidden zip pocket.",97,22,Pants,"https://loremflickr.com/600/600/tech,pants,athletic/all?lock=295",false
Microsoft Surface Pro 9 Bundle,2-in-1 tablet/laptop with detachable keyboard and Surface Pen support. Comes with extra accessories and extended care.,1777,32,Laptops,"https://loremflickr.com/600/600/surface,tablet,laptop/all?lock=41",false
Amazon Echo Dot 5 Bundle,"Improved sound, temperature sensor, eero mesh extender. Comes with extra accessories and extended care.",65,8,Smart Home,"https://loremflickr.com/600/600/echo,alexa,smarthome/all?lock=243",false
Nike Strike Soccer Ball,"Aerowsculpt grooves for true flight, machine-stitched.",31,49,Sports,"https://loremflickr.com/600/600/soccer,sports/all?lock=445",false
Lenovo ThinkPad X1 Carbon,"Business ultrabook with carbon-fiber chassis, Core i7, 14-inch 2.8K OLED.",1683,11,Laptops,"https://loremflickr.com/600/600/thinkpad,lenovo,laptop/all?lock=14",false
JBL Flip 6,"Portable Bluetooth speaker, IP67 waterproof, 12-hour playtime.",118,199,Audio,"https://loremflickr.com/600/600/jbl,speaker,bluetooth/all?lock=125",false
Arlo Pro 5S 2K (Refurbished),"Wireless 2K security camera, color night vision. Certified refurbished — same warranty, lower price.",183,27,Smart Home,"https://loremflickr.com/600/600/arlo,camera,smarthome/all?lock=257",false
Microsoft Surface Pro 9 (Refurbished),"13-inch PixelSense, Intel Core i5/i7, detachable keyboard. Certified refurbished — same warranty, lower price.",1099,23,Tablets,"https://loremflickr.com/600/600/surface,tablet,microsoft/all?lock=103",false
Acer Swift Go 14 (Refurbished),"Thin-and-light OLED laptop with Intel Core Ultra and AI Engine. Certified refurbished — same warranty, lower price.",855,6,Laptops,"https://loremflickr.com/600/600/acer,swift,laptop/all?lock=37",false
Hawaiian Camp Shirt (Refurbished),"Open camp collar, tropical print, lightweight rayon. Certified refurbished — same warranty, lower price.",39,3,Shirts,"https://loremflickr.com/600/600/hawaiian,shirt,menswear/all?lock=280",false
Linen Beach Shirt,"100% European linen, breathable, perfect for warm weather.",97,41,Shirts,"https://loremflickr.com/600/600/linen,shirt,menswear/all?lock=273",false
Acer Swift Go 14 Bundle,Thin-and-light OLED laptop with Intel Core Ultra and AI Engine. Comes with extra accessories and extended care.,1261,14,Laptops,"https://loremflickr.com/600/600/acer,swift,laptop/all?lock=36",false
Razer Blade 15,"Premium gaming laptop, RTX 4070, 240Hz QHD, CNC-aluminum unibody.",2324,37,Laptops,"https://loremflickr.com/600/600/razer,blade,gaming,laptop/all?lock=42",false
LG Gram 17 Bundle,"Lightest 17-inch laptop at under 3 lbs, all-day battery, Core i7. Comes with extra accessories and extended care.",1761,41,Laptops,"https://loremflickr.com/600/600/lg,gram,laptop/all?lock=48",false
CeraVe Hydrating Cleanser,Gentle non-foaming cleanser with hyaluronic acid and ceramides.,21,159,Beauty,"https://loremflickr.com/600/600/cerave,skincare/all?lock=465",false
OXO Good Grips Knife Set,8-piece knife block set with German stainless blades.,116,97,Home & Kitchen,"https://loremflickr.com/600/600/knifeset,kitchen/all?lock=407",false
Bowflex SelectTech 552 Dumbbells Bundle,"Pair of adjustable dumbbells, 5-52.5 lbs each. Comes with extra accessories and extended care.",588,48,Sports,"https://loremflickr.com/600/600/dumbbells,fitness/all?lock=431",false
Samsung Galaxy Watch 6 (Refurbished),"Sapphire crystal, BioActive sensor, sleep coaching. Certified refurbished — same warranty, lower price.",289,45,Wearables,"https://loremflickr.com/600/600/samsung,watch,smartwatch/all?lock=143",false
WD My Passport 4TB,"Reliable portable USB-C HDD, password protection.",122,47,Accessories,"https://loremflickr.com/600/600/westerndigital,harddrive/all?lock=231",false
Lenovo Yoga 9i (Refurbished),"2-in-1 convertible with rotating soundbar hinge and 14-inch OLED. Certified refurbished — same warranty, lower price.",893,26,Laptops,"https://loremflickr.com/600/600/lenovo,yoga,laptop/all?lock=22",false
The Body Keeps the Score (Refurbished),"Brain, mind, and body in the healing of trauma. Certified refurbished — same warranty, lower price.",11,3,Books,"https://loremflickr.com/600/600/book,psychology/all?lock=517",false
Razer Huntsman V3 Pro,Analog optical switches with rapid trigger.,237,31,Gaming,"https://loremflickr.com/600/600/razer,keyboard,gaming/all?lock=206",false
Spalding TF-1000 Basketball Bundle,"Indoor composite leather basketball, NFHS approved. Comes with extra accessories and extended care.",73,30,Sports,"https://loremflickr.com/600/600/basketball,sports/all?lock=444",false
Adidas Samba OG Bundle,"Heritage indoor soccer shoe, gum sole, T-toe overlay. Comes with extra accessories and extended care.",144,17,Footwear,"https://loremflickr.com/600/600/adidas,samba,sneakers/all?lock=333",false
Google Pixel 8 Bundle,"Best-in-class camera, Tensor G3, 7 years of OS updates. Comes with extra accessories and extended care.",726,36,Phones,"https://loremflickr.com/600/600/pixel,google,smartphone/all?lock=71",false
Nintendo Switch OLED (Refurbished),"7-inch vibrant OLED screen, enhanced audio, 64GB storage. Certified refurbished — same warranty, lower price.",282,18,Gaming,"https://loremflickr.com/600/600/nintendo,switch,console/all?lock=192",false
Play-Doh Modeling Compound 24-Pack,Two-dozen 3-oz cans of classic Play-Doh.,21,108,Toys,"https://loremflickr.com/600/600/playdoh,toy/all?lock=544",false
Apple AirPods Max Bundle,"Over-ear, computational audio, premium stainless steel frame. Comes with extra accessories and extended care.",670,16,Audio,"https://loremflickr.com/600/600/airpods,headphones/all?lock=112",false
Leather Briefcase,Full-grain leather briefcase with padded 15-inch laptop slot.,261,50,Fashion Accessories,"https://loremflickr.com/600/600/briefcase,bag/all?lock=374",false
Dell Inspiron 15 Bundle,"Reliable everyday laptop with Core i5, 8GB RAM, 512GB SSD. Comes with extra accessories and extended care.",809,21,Laptops,"https://loremflickr.com/600/600/dell,inspiron,laptop/all?lock=12",false
Concept2 RowErg,"Gold-standard indoor rower, PM5 monitor.",960,65,Sports,"https://loremflickr.com/600/600/rowing,rower,fitness/all?lock=433",false
